x1,x2,x3,obs,shift,type
12.00,12.50,6.80,3.00,4.00,2.00
14.00,11.50,7.30,1.00,1.00,1.00
16.00,14.50,6.80,1.00,2.00,2.00
16.00,12.50,7.30,1.00,3.00,1.00
16.00,16.50,6.80,2.00,4.00,2.00
14.00,16.50,7.30,2.00,1.00,1.00
14.00,16.50,6.80,2.00,2.00,2.00
8.00,11.50,7.30,3.00,3.00,1.00
8.00,12.50,6.80,2.00,4.00,2.00
16.00,14.50,7.20,1.00,1.00,1.00
14.00,14.50,7.20,1.00,2.00,2.00
12.00,12.50,6.80,2.00,3.00,1.00
16.00,12.50,6.80,1.00,4.00,2.00
2.00,14.50,6.80,2.00,1.00,1.00
2.00,14.50,6.80,2.00,2.00,2.00
4.00,12.50,7.30,3.00,3.00,1.00
4.00,11.50,6.80,3.00,4.00,2.00
6.00,12.50,7.30,2.00,1.00,1.00
8.00,8.50,6.80,2.00,2.00,2.00
16.00,8.50,7.20,2.00,3.00,1.00
10.00,14.50,7.20,1.00,4.00,2.00
10.00,11.50,6.80,1.00,1.00,1.00
12.00,12.50,6.80,3.00,2.00,2.00
14.00,11.50,7.30,1.00,3.00,1.00
16.00,14.50,6.80,1.00,4.00,2.00
16.00,12.50,7.30,1.00,1.00,1.00
14.00,16.50,6.80,2.00,2.00,2.00
14.00,16.50,7.30,2.00,3.00,1.00
14.00,12.50,6.80,2.00,4.00,2.00
8.00,11.50,7.30,2.00,1.00,1.00
8.00,12.50,6.80,3.00,2.00,2.00
4.00,8.50,7.30,3.00,3.00,1.00
14.00,8.50,6.80,3.00,4.00,2.00
12.00,12.50,7.30,2.00,1.00,1.00
2.00,14.50,6.80,1.00,2.00,2.00
4.00,14.50,6.80,2.00,3.00,1.00
4.00,12.50,7.20,2.00,4.00,2.00
6.00,12.50,6.80,3.00,1.00,1.00
8.00,11.50,6.80,2.00,2.00,2.00
12.00,14.50,6.80,2.00,3.00,1.00
14.00,12.50,6.80,2.00,4.00,2.00
10.00,16.50,7.30,2.00,1.00,1.00
10.00,16.50,6.80,2.00,2.00,2.00
14.00,16.50,7.30,2.00,3.00,1.00
16.00,12.50,7.30,1.00,4.00,2.00
12.00,11.50,6.80,1.00,1.00,1.00
16.00,11.50,7.20,2.00,2.00,2.00
6.00,8.50,6.80,3.00,3.00,1.00
4.00,8.50,6.80,1.00,4.00,2.00
6.00,8.50,6.80,1.00,1.00,1.00
8.00,14.50,6.80,1.00,2.00,2.00
12.00,11.50,7.30,1.00,3.00,1.00
12.00,12.50,6.80,1.00,4.00,2.00
10.00,8.50,7.30,2.00,1.00,1.00
10.00,14.50,6.80,2.00,2.00,2.00
14.00,11.50,7.20,2.00,3.00,1.00
16.00,12.50,7.20,2.00,4.00,2.00
12.00,11.50,6.80,3.00,1.00,1.00
12.00,14.50,6.80,3.00,2.00,2.00
12.00,12.50,7.30,2.00,3.00,1.00
10.00,16.50,6.80,1.00,4.00,2.00
4.00,16.50,7.30,1.00,1.00,1.00
2.00,12.50,6.80,2.00,2.00,2.00
2.00,11.50,7.30,3.00,3.00,1.00
4.00,12.50,6.80,3.00,4.00,2.00
2.00,14.50,7.30,2.00,1.00,1.00
2.00,14.50,6.80,1.00,2.00,2.00
4.00,12.50,7.20,1.00,3.00,1.00
4.00,12.50,7.20,1.00,4.00,2.00
6.00,11.50,6.80,1.00,1.00,1.00
8.00,14.50,7.20,1.00,2.00,2.00
16.00,12.50,6.80,1.00,3.00,1.00
10.00,16.50,6.80,1.00,4.00,2.00
10.00,16.50,7.30,1.00,1.00,1.00
12.00,14.50,6.80,2.00,2.00,2.00
12.00,12.50,6.80,2.00,3.00,1.00
10.00,16.50,7.30,2.00,4.00,2.00
10.00,16.50,6.80,2.00,1.00,1.00
14.00,16.50,7.30,2.00,2.00,2.00
16.00,12.50,7.20,1.00,3.00,1.00
12.00,11.50,6.80,1.00,4.00,2.00
16.00,11.50,7.20,2.00,1.00,1.00
6.00,8.50,6.80,3.00,2.00,2.00
4.00,8.50,6.80,1.00,3.00,1.00
6.00,8.50,6.80,1.00,4.00,2.00
8.00,14.50,6.80,1.00,1.00,1.00
12.00,11.50,6.80,1.00,2.00,2.00
10.00,12.50,6.80,1.00,3.00,1.00
14.00,8.50,7.30,2.00,4.00,2.00
10.00,14.50,6.80,2.00,1.00,1.00
14.00,11.50,7.20,2.00,2.00,2.00
16.00,12.50,7.20,2.00,3.00,1.00
10.00,12.50,6.80,3.00,4.00,2.00
12.00,14.50,6.80,3.00,1.00,1.00
12.00,12.50,7.30,2.00,2.00,2.00
10.00,16.50,6.80,1.00,3.00,1.00
4.00,16.50,7.30,1.00,4.00,2.00
2.00,12.50,6.80,2.00,1.00,1.00
2.00,11.50,7.30,3.00,2.00,2.00
4.00,12.50,6.80,3.00,3.00,1.00
2.00,14.50,7.30,2.00,4.00,2.00
2.00,14.50,6.80,1.00,1.00,1.00
4.00,12.50,7.20,1.00,2.00,2.00
4.00,12.50,7.20,1.00,3.00,1.00
6.00,11.50,6.80,1.00,4.00,2.00
8.00,14.50,7.20,1.00,1.00,1.00
16.00,12.50,6.80,1.00,2.00,2.00
10.00,16.50,6.80,1.00,3.00,1.00
10.00,16.50,7.30,1.00,4.00,2.00
8.00,12.50,6.80,3.00,1.00,1.00
16.00,8.50,7.30,3.00,2.00,2.00
14.00,8.50,6.80,3.00,3.00,1.00
12.00,12.50,7.30,2.00,4.00,2.00
2.00,14.50,6.80,1.00,1.00,1.00
4.00,14.50,6.80,2.00,2.00,2.00
4.00,12.50,7.20,2.00,3.00,1.00
6.00,12.50,6.80,3.00,4.00,2.00
8.00,11.50,6.80,2.00,1.00,1.00
12.00,14.50,6.80,2.00,2.00,2.00
14.00,12.50,6.80,2.00,3.00,1.00
10.00,16.50,7.30,2.00,4.00,2.00
10.00,16.50,6.80,2.00,1.00,1.00
14.00,16.50,7.30,2.00,2.00,2.00
16.00,12.50,7.30,1.00,3.00,1.00
12.00,11.50,6.80,1.00,4.00,2.00
16.00,11.50,7.20,2.00,1.00,1.00
6.00,8.50,6.80,3.00,2.00,2.00
4.00,8.50,6.80,1.00,3.00,1.00
6.00,8.50,6.80,1.00,4.00,2.00
8.00,14.50,6.80,1.00,1.00,1.00
12.00,11.50,7.30,1.00,2.00,2.00
10.00,12.50,6.80,1.00,3.00,1.00
10.00,8.50,7.30,2.00,4.00,2.00
10.00,14.50,6.80,2.00,1.00,1.00
14.00,11.50,7.20,2.00,2.00,2.00
16.00,12.50,7.20,2.00,3.00,1.00
14.00,11.50,6.80,3.00,4.00,2.00
12.00,14.50,6.80,3.00,1.00,1.00
12.00,12.50,7.30,2.00,2.00,2.00
10.00,16.50,6.80,1.00,3.00,1.00
4.00,16.50,7.30,1.00,4.00,2.00
2.00,12.50,6.80,2.00,1.00,1.00
2.00,11.50,7.30,3.00,2.00,2.00
4.00,12.50,6.80,3.00,3.00,1.00
2.00,14.50,7.30,2.00,4.00,2.00
2.00,14.50,6.80,1.00,1.00,1.00
4.00,12.50,7.20,1.00,2.00,2.00
4.00,12.50,7.20,1.00,3.00,1.00
6.00,11.50,6.80,1.00,4.00,2.00
8.00,14.50,7.20,1.00,1.00,1.00
16.00,12.50,6.80,1.00,2.00,2.00
10.00,16.50,6.80,1.00,3.00,1.00
10.00,16.50,7.30,1.00,4.00,2.00
12.00,14.50,6.80,2.00,1.00,1.00
14.00,12.50,6.80,2.00,2.00,2.00
10.00,16.50,7.30,2.00,3.00,1.00
10.00,16.50,6.80,2.00,4.00,2.00
14.00,16.50,7.30,2.00,1.00,1.00
16.00,12.50,7.20,1.00,2.00,2.00
16.00,11.50,6.80,1.00,3.00,1.00
16.00,11.50,7.20,2.00,4.00,2.00
6.00,8.50,6.80,3.00,1.00,1.00
4.00,8.50,6.80,1.00,2.00,2.00
6.00,8.50,6.80,1.00,3.00,1.00
8.00,14.50,6.80,1.00,4.00,2.00
12.00,11.50,6.80,1.00,1.00,1.00
10.00,12.50,6.80,1.00,2.00,2.00
14.00,8.50,7.30,2.00,3.00,1.00
10.00,14.50,6.80,2.00,4.00,2.00
14.00,11.50,7.20,2.00,1.00,1.00
16.00,12.50,7.20,2.00,2.00,2.00
10.00,12.50,6.80,3.00,3.00,1.00
12.00,14.50,6.80,3.00,4.00,2.00
12.00,12.50,7.30,2.00,1.00,1.00
10.00,16.50,6.80,1.00,2.00,2.00
4.00,16.50,7.30,1.00,3.00,1.00
2.00,12.50,6.80,2.00,4.00,2.00
16.00,12.50,6.80,1.00,1.00,1.00
10.00,16.50,6.80,1.00,2.00,2.00
10.00,16.50,7.30,1.00,3.00,1.00
12.00,14.50,6.80,2.00,4.00,2.00
14.00,12.50,6.80,2.00,1.00,1.00
10.00,16.50,7.30,2.00,2.00,2.00
10.00,16.50,6.80,2.00,3.00,1.00
14.00,16.50,7.30,2.00,4.00,2.00
16.00,12.50,7.20,1.00,1.00,1.00
16.00,11.50,6.80,1.00,2.00,2.00
16.00,11.50,7.20,2.00,3.00,1.00
6.00,8.50,6.80,3.00,4.00,2.00
4.00,8.50,6.80,1.00,1.00,1.00
6.00,8.50,6.80,1.00,2.00,2.00
8.00,14.50,6.80,1.00,3.00,1.00
12.00,11.50,6.80,1.00,4.00,2.00
10.00,12.50,6.80,1.00,1.00,1.00
14.00,8.50,7.30,2.00,2.00,2.00
10.00,14.50,6.80,2.00,3.00,1.00
14.00,11.50,7.20,2.00,4.00,2.00
16.00,12.50,7.20,2.00,1.00,1.00
16.00,12.50,6.80,1.00,2.00,2.00
10.00,16.50,6.80,1.00,3.00,1.00
10.00,16.50,7.30,1.00,4.00,2.00
12.00,14.50,6.80,2.00,1.00,1.00
14.00,12.50,6.80,2.00,2.00,2.00
10.00,16.50,7.30,2.00,3.00,1.00
10.00,16.50,6.80,2.00,4.00,2.00
14.00,16.50,7.30,2.00,1.00,1.00
16.00,12.50,7.20,1.00,2.00,2.00
16.00,11.50,6.80,1.00,3.00,1.00
16.00,11.50,7.20,2.00,4.00,2.00
6.00,8.50,6.80,3.00,1.00,1.00
4.00,8.50,6.80,1.00,2.00,2.00
6.00,8.50,6.80,1.00,3.00,1.00
8.00,14.50,6.80,1.00,4.00,2.00
12.00,11.50,6.80,1.00,1.00,1.00
10.00,12.50,6.80,1.00,2.00,2.00
14.00,8.50,7.30,2.00,3.00,1.00
10.00,14.50,6.80,2.00,4.00,2.00
14.00,11.50,7.20,2.00,1.00,1.00
16.00,12.50,7.20,2.00,2.00,2.00
10.00,16.50,6.80,1.00,3.00,1.00
4.00,16.50,7.30,1.00,4.00,2.00
2.00,12.50,6.80,2.00,1.00,1.00
16.00,12.50,6.80,1.00,2.00,2.00
10.00,16.50,6.80,1.00,3.00,1.00
10.00,16.50,7.30,1.00,4.00,2.00
12.00,14.50,6.80,2.00,1.00,1.00
14.00,12.50,6.80,2.00,2.00,2.00
10.00,16.50,7.30,2.00,3.00,1.00
10.00,16.50,6.80,2.00,4.00,2.00
14.00,16.50,7.30,2.00,1.00,1.00
16.00,12.50,7.20,1.00,2.00,2.00
16.00,11.50,6.80,1.00,3.00,1.00
16.00,11.50,7.20,2.00,4.00,2.00
6.00,8.50,6.80,3.00,1.00,1.00
4.00,8.50,6.80,1.00,2.00,2.00
6.00,8.50,6.80,1.00,3.00,1.00
8.00,14.50,6.80,1.00,4.00,2.00
12.00,11.50,6.80,1.00,1.00,1.00
10.00,12.50,6.80,1.00,2.00,2.00
12.00,11.50,7.30,1.00,3.00,1.00
10.00,12.50,6.80,1.00,4.00,2.00
10.00,8.50,7.30,2.00,1.00,1.00
10.00,14.50,6.80,2.00,2.00,2.00
14.00,11.50,7.20,2.00,3.00,1.00
16.00,12.50,7.20,2.00,4.00,2.00
14.00,11.50,6.80,3.00,1.00,1.00
12.00,14.50,6.80,3.00,2.00,2.00
12.00,12.50,7.30,2.00,3.00,1.00
10.00,16.50,6.80,1.00,4.00,2.00
2.00,11.50,7.30,1.00,1.00,1.00
4.00,12.50,7.20,1.00,2.00,2.00
2.00,14.50,6.80,2.00,3.00,1.00
2.00,14.50,6.80,2.00,4.00,2.00
4.00,12.50,7.30,3.00,1.00,1.00
4.00,11.50,6.80,3.00,2.00,2.00
6.00,12.50,7.30,2.00,3.00,1.00
8.00,8.50,6.80,2.00,4.00,2.00
16.00,8.50,7.20,2.00,1.00,1.00
10.00,14.50,7.20,1.00,2.00,2.00
10.00,11.50,6.80,1.00,3.00,1.00
12.00,12.50,6.80,3.00,4.00,2.00
14.00,11.50,7.30,1.00,1.00,1.00
16.00,14.50,6.80,1.00,2.00,2.00
16.00,12.50,7.30,1.00,3.00,1.00
16.00,16.50,6.80,2.00,4.00,2.00
14.00,16.50,7.30,2.00,1.00,1.00
14.00,16.50,6.80,2.00,2.00,2.00
4.00,11.50,7.30,3.00,3.00,1.00
8.00,12.50,6.80,2.00,4.00,2.00
16.00,14.50,7.20,1.00,1.00,1.00
14.00,14.50,7.20,1.00,2.00,2.00
12.00,12.50,6.80,2.00,3.00,1.00
2.00,11.50,6.80,2.00,4.00,2.00
4.00,12.50,7.30,3.00,1.00,1.00
4.00,8.50,7.20,2.00,2.00,2.00
6.00,8.50,6.80,1.00,3.00,1.00
8.00,14.50,6.80,1.00,4.00,2.00
12.00,11.50,7.30,1.00,1.00,1.00
12.00,12.50,6.80,1.00,2.00,2.00
10.00,8.50,7.30,2.00,3.00,1.00
10.00,14.50,6.80,2.00,4.00,2.00
14.00,11.50,7.20,2.00,1.00,1.00
16.00,12.50,7.20,2.00,2.00,2.00
16.00,11.50,6.80,3.00,3.00,1.00
12.00,14.50,6.80,3.00,4.00,2.00
16.00,12.50,7.30,2.00,1.00,1.00
10.00,16.50,6.80,1.00,2.00,2.00
2.00,16.50,7.30,1.00,3.00,1.00
2.00,16.50,6.80,2.00,4.00,2.00
2.00,11.50,7.30,3.00,1.00,1.00
4.00,12.50,6.80,3.00,2.00,2.00
2.00,14.50,7.30,2.00,3.00,1.00
2.00,14.50,6.80,1.00,4.00,2.00
4.00,12.50,7.20,1.00,1.00,1.00
4.00,12.50,7.20,1.00,2.00,2.00
6.00,11.50,6.80,1.00,3.00,1.00
8.00,14.50,7.20,1.00,4.00,2.00
16.00,12.50,6.80,1.00,1.00,1.00
10.00,16.50,6.80,1.00,2.00,2.00
10.00,16.50,7.30,1.00,3.00,1.00
12.00,16.50,6.80,2.00,4.00,2.00
14.00,11.50,7.30,2.00,1.00,1.00
16.00,11.50,6.80,2.00,2.00,2.00
16.00,12.50,7.20,1.00,3.00,1.00
16.00,14.50,7.20,1.00,4.00,2.00
14.00,14.50,6.80,2.00,1.00,1.00
14.00,12.50,6.80,2.00,2.00,2.00
8.00,11.50,7.30,2.00,3.00,1.00
8.00,12.50,6.80,3.00,4.00,2.00
16.00,8.50,7.30,3.00,1.00,1.00
14.00,8.50,6.80,3.00,2.00,2.00
12.00,12.50,7.30,2.00,3.00,1.00
2.00,14.50,6.80,1.00,4.00,2.00
4.00,14.50,7.20,2.00,1.00,1.00
4.00,12.50,7.20,2.00,2.00,2.00
6.00,12.50,6.80,3.00,3.00,1.00
8.00,11.50,6.80,2.00,4.00,2.00
12.00,14.50,6.80,2.00,1.00,1.00
16.00,12.50,6.80,2.00,2.00,2.00
10.00,16.50,7.30,2.00,3.00,1.00
10.00,16.50,6.80,2.00,4.00,2.00
14.00,16.50,7.30,2.00,1.00,1.00
16.00,11.50,6.80,2.00,2.00,2.00
16.00,11.50,7.30,1.00,3.00,1.00
12.00,12.50,6.80,3.00,4.00,2.00
16.00,14.50,7.30,2.00,1.00,1.00
10.00,12.50,7.20,1.00,2.00,2.00
2.00,14.50,6.80,1.00,3.00,1.00
2.00,16.50,6.80,2.00,4.00,2.00
4.00,12.50,7.20,1.00,1.00,1.00
4.00,12.50,7.20,1.00,2.00,2.00
6.00,11.50,6.80,1.00,3.00,1.00
8.00,14.50,7.20,1.00,4.00,2.00
16.00,12.50,6.80,1.00,1.00,1.00
10.00,16.50,6.80,1.00,2.00,2.00
10.00,16.50,7.30,1.00,3.00,1.00
12.00,16.50,6.80,2.00,4.00,2.00
14.00,11.50,7.30,2.00,1.00,1.00
16.00,11.50,6.80,2.00,2.00,2.00
16.00,12.50,7.20,1.00,3.00,1.00
16.00,14.50,7.20,1.00,4.00,2.00
14.00,14.50,6.80,2.00,1.00,1.00
14.00,12.50,6.80,2.00,2.00,2.00
8.00,11.50,7.30,2.00,3.00,1.00
8.00,12.50,6.80,3.00,4.00,2.00
16.00,8.50,7.30,3.00,1.00,1.00
14.00,8.50,6.80,3.00,2.00,2.00
12.00,12.50,7.30,2.00,3.00,1.00
2.00,14.50,6.80,1.00,4.00,2.00
4.00,14.50,7.20,2.00,1.00,1.00
4.00,12.50,7.20,2.00,2.00,2.00
6.00,12.50,6.80,3.00,3.00,1.00
8.00,11.50,6.80,2.00,4.00,2.00
12.00,14.50,6.80,2.00,1.00,1.00
16.00,12.50,6.80,2.00,2.00,2.00
10.00,16.50,7.30,2.00,3.00,1.00
10.00,16.50,6.80,2.00,4.00,2.00
14.00,16.50,7.30,2.00,1.00,1.00
16.00,11.50,6.80,2.00,2.00,2.00
16.00,11.50,7.30,1.00,3.00,1.00
12.00,12.50,6.80,3.00,4.00,2.00
16.00,14.50,7.30,2.00,1.00,1.00
10.00,12.50,7.20,1.00,2.00,2.00
2.00,14.50,6.80,1.00,3.00,1.00
2.00,16.50,6.80,2.00,4.00,2.00
8.00,12.50,6.80,3.00,1.00,1.00
16.00,8.50,7.30,3.00,2.00,2.00
14.00,8.50,6.80,3.00,3.00,1.00
12.00,12.50,7.30,2.00,4.00,2.00
2.00,14.50,6.80,1.00,1.00,1.00
4.00,14.50,7.20,2.00,2.00,2.00
4.00,12.50,7.20,2.00,3.00,1.00
6.00,12.50,6.80,3.00,4.00,2.00
8.00,11.50,6.80,2.00,1.00,1.00
12.00,14.50,6.80,2.00,2.00,2.00
16.00,12.50,6.80,2.00,3.00,1.00
10.00,16.50,7.30,2.00,4.00,2.00
10.00,16.50,6.80,2.00,1.00,1.00
14.00,16.50,7.30,2.00,2.00,2.00
16.00,11.50,6.80,2.00,3.00,1.00
16.00,11.50,7.30,1.00,4.00,2.00
12.00,12.50,6.80,3.00,1.00,1.00
16.00,14.50,7.30,2.00,2.00,2.00
10.00,12.50,7.20,1.00,3.00,1.00
2.00,14.50,6.80,1.00,4.00,2.00
2.00,16.50,6.80,2.00,1.00,1.00
4.00,12.50,7.20,1.00,2.00,2.00
4.00,12.50,7.20,1.00,3.00,1.00
6.00,11.50,6.80,1.00,4.00,2.00
8.00,14.50,7.20,1.00,1.00,1.00
16.00,12.50,6.80,1.00,2.00,2.00
2.00,14.50,6.80,2.00,3.00,1.00
2.00,14.50,6.80,2.00,4.00,2.00
4.00,12.50,7.30,3.00,1.00,1.00
4.00,11.50,6.80,3.00,2.00,2.00
6.00,12.50,7.30,2.00,3.00,1.00
8.00,8.50,6.80,2.00,4.00,2.00
16.00,8.50,7.20,2.00,1.00,1.00
10.00,14.50,7.20,1.00,2.00,2.00
10.00,11.50,6.80,1.00,3.00,1.00
12.00,12.50,6.80,3.00,4.00,2.00
14.00,11.50,7.30,1.00,1.00,1.00
16.00,14.50,6.80,1.00,2.00,2.00
16.00,12.50,7.30,1.00,3.00,1.00
16.00,16.50,6.80,2.00,4.00,2.00
14.00,16.50,7.30,2.00,1.00,1.00
14.00,16.50,6.80,2.00,2.00,2.00
8.00,11.50,7.30,3.00,3.00,1.00
8.00,12.50,6.80,2.00,4.00,2.00
16.00,14.50,7.20,1.00,1.00,1.00
14.00,14.50,7.20,1.00,2.00,2.00
12.00,12.50,6.80,2.00,3.00,1.00
16.00,12.50,6.80,1.00,4.00,2.00
2.00,14.50,6.80,2.00,1.00,1.00
2.00,14.50,6.80,2.00,2.00,2.00
4.00,12.50,7.30,3.00,3.00,1.00
4.00,11.50,6.80,3.00,4.00,2.00
6.00,12.50,7.30,2.00,1.00,1.00
8.00,8.50,6.80,2.00,2.00,2.00
16.00,8.50,7.20,2.00,3.00,1.00
10.00,14.50,7.20,1.00,4.00,2.00
10.00,11.50,6.80,1.00,1.00,1.00
12.00,12.50,6.80,3.00,2.00,2.00
14.00,11.50,7.30,1.00,3.00,1.00
16.00,14.50,6.80,1.00,4.00,2.00
16.00,12.50,7.30,1.00,1.00,1.00
14.00,16.50,6.80,2.00,2.00,2.00
14.00,16.50,7.30,2.00,3.00,1.00
14.00,12.50,6.80,2.00,4.00,2.00
8.00,11.50,7.30,2.00,1.00,1.00
8.00,12.50,6.80,3.00,2.00,2.00
16.00,8.50,7.30,3.00,3.00,1.00
14.00,8.50,6.80,3.00,4.00,2.00
12.00,12.50,7.30,2.00,1.00,1.00
2.00,14.50,6.80,1.00,2.00,2.00
4.00,14.50,6.80,2.00,3.00,1.00
4.00,12.50,7.20,2.00,4.00,2.00
6.00,12.50,6.80,3.00,1.00,1.00
8.00,11.50,6.80,2.00,2.00,2.00
12.00,14.50,6.80,2.00,3.00,1.00
14.00,12.50,6.80,2.00,4.00,2.00
10.00,16.50,7.30,2.00,1.00,1.00
10.00,16.50,6.80,2.00,2.00,2.00
14.00,16.50,7.30,2.00,3.00,1.00
16.00,12.50,7.30,1.00,4.00,2.00
12.00,11.50,6.80,1.00,1.00,1.00
16.00,11.50,7.20,2.00,2.00,2.00
6.00,8.50,6.80,3.00,3.00,1.00
4.00,8.50,6.80,1.00,4.00,2.00
6.00,8.50,6.80,1.00,1.00,1.00
8.00,14.50,6.80,1.00,2.00,2.00
12.00,11.50,7.30,1.00,3.00,1.00
12.00,12.50,6.80,1.00,4.00,2.00
10.00,8.50,7.30,2.00,1.00,1.00
10.00,14.50,6.80,2.00,2.00,2.00
14.00,11.50,7.20,2.00,3.00,1.00
16.00,12.50,7.20,2.00,4.00,2.00
12.00,11.50,6.80,3.00,1.00,1.00
12.00,14.50,6.80,3.00,2.00,2.00
12.00,12.50,7.30,2.00,3.00,1.00
10.00,16.50,6.80,1.00,4.00,2.00
4.00,16.50,7.30,1.00,1.00,1.00
2.00,12.50,6.80,2.00,2.00,2.00
2.00,11.50,7.30,3.00,3.00,1.00
4.00,12.50,6.80,3.00,4.00,2.00
2.00,14.50,7.30,2.00,1.00,1.00
2.00,14.50,6.80,1.00,2.00,2.00
4.00,12.50,7.20,1.00,3.00,1.00
4.00,12.50,7.20,1.00,4.00,2.00
6.00,11.50,6.80,1.00,1.00,1.00
8.00,14.50,7.20,1.00,2.00,2.00
16.00,12.50,6.80,1.00,3.00,1.00
10.00,16.50,6.80,1.00,4.00,2.00
10.00,16.50,7.30,1.00,1.00,1.00
12.00,14.50,6.80,2.00,2.00,2.00
12.00,12.50,6.80,2.00,3.00,1.00
10.00,16.50,7.30,2.00,4.00,2.00
10.00,16.50,6.80,2.00,1.00,1.00
14.00,16.50,7.30,2.00,2.00,2.00
16.00,12.50,7.20,1.00,3.00,1.00
12.00,11.50,6.80,1.00,4.00,2.00
16.00,11.50,7.20,2.00,1.00,1.00
6.00,8.50,6.80,3.00,2.00,2.00
4.00,8.50,6.80,1.00,3.00,1.00
6.00,8.50,6.80,1.00,4.00,2.00
8.00,14.50,6.80,1.00,1.00,1.00
12.00,11.50,6.80,1.00,2.00,2.00
10.00,12.50,6.80,1.00,3.00,1.00
14.00,8.50,7.30,2.00,4.00,2.00
10.00,14.50,6.80,2.00,1.00,1.00
14.00,11.50,7.20,2.00,2.00,2.00
16.00,12.50,7.20,2.00,3.00,1.00
10.00,12.50,6.80,3.00,4.00,2.00
12.00,14.50,6.80,3.00,1.00,1.00
12.00,12.50,7.30,2.00,2.00,2.00
10.00,16.50,6.80,1.00,3.00,1.00
4.00,16.50,7.30,1.00,4.00,2.00
2.00,12.50,6.80,2.00,1.00,1.00
2.00,11.50,7.30,3.00,2.00,2.00
4.00,12.50,6.80,3.00,3.00,1.00
2.00,14.50,7.30,2.00,4.00,2.00
2.00,14.50,6.80,1.00,1.00,1.00
4.00,12.50,7.20,1.00,2.00,2.00
4.00,12.50,7.20,1.00,3.00,1.00
6.00,11.50,6.80,1.00,4.00,2.00
8.00,14.50,7.20,1.00,1.00,1.00
16.00,12.50,6.80,1.00,2.00,2.00
10.00,16.50,6.80,1.00,3.00,1.00
10.00,16.50,7.30,1.00,4.00,2.00
8.00,12.50,6.80,3.00,1.00,1.00
16.00,8.50,7.30,3.00,2.00,2.00
14.00,8.50,6.80,3.00,3.00,1.00
12.00,12.50,7.30,2.00,4.00,2.00
2.00,14.50,6.80,1.00,1.00,1.00
4.00,14.50,6.80,2.00,2.00,2.00
4.00,12.50,7.20,2.00,3.00,1.00
6.00,12.50,6.80,3.00,4.00,2.00
8.00,11.50,6.80,2.00,1.00,1.00
12.00,14.50,6.80,2.00,2.00,2.00
14.00,12.50,6.80,2.00,3.00,1.00
10.00,16.50,7.30,2.00,4.00,2.00
10.00,16.50,6.80,2.00,1.00,1.00
14.00,16.50,7.30,2.00,2.00,2.00
16.00,12.50,7.30,1.00,3.00,1.00
12.00,11.50,6.80,1.00,4.00,2.00
16.00,11.50,7.20,2.00,1.00,1.00
6.00,8.50,6.80,3.00,2.00,2.00
4.00,8.50,6.80,1.00,3.00,1.00
6.00,8.50,6.80,1.00,4.00,2.00
8.00,14.50,6.80,1.00,1.00,1.00
2.00,11.50,7.30,1.00,2.00,2.00
10.00,12.50,6.80,1.00,3.00,1.00
10.00,8.50,7.30,2.00,4.00,2.00
10.00,14.50,6.80,2.00,1.00,1.00
6.00,11.50,7.20,2.00,2.00,2.00
16.00,12.50,7.20,2.00,3.00,1.00
14.00,11.50,6.80,3.00,4.00,2.00
12.00,14.50,6.80,3.00,1.00,1.00
12.00,12.50,7.30,2.00,2.00,2.00
10.00,16.50,6.80,1.00,3.00,1.00
4.00,16.50,7.30,1.00,4.00,2.00
2.00,12.50,6.80,2.00,1.00,1.00
2.00,11.50,7.30,3.00,2.00,2.00
4.00,12.50,6.80,3.00,3.00,1.00
2.00,14.50,7.30,2.00,4.00,2.00
2.00,14.50,6.80,1.00,1.00,1.00
4.00,12.50,7.20,1.00,2.00,2.00
4.00,12.50,7.20,1.00,3.00,1.00
6.00,11.50,6.80,1.00,4.00,2.00
8.00,14.50,7.20,1.00,1.00,1.00
16.00,12.50,6.80,1.00,2.00,2.00
10.00,16.50,6.80,1.00,3.00,1.00
10.00,16.50,7.30,1.00,4.00,2.00
12.00,14.50,6.80,2.00,1.00,1.00
14.00,12.50,6.80,2.00,2.00,2.00
10.00,16.50,7.30,2.00,3.00,1.00
10.00,16.50,6.80,2.00,4.00,2.00
14.00,16.50,7.30,2.00,1.00,1.00
16.00,12.50,7.20,1.00,2.00,2.00
16.00,11.50,6.80,1.00,3.00,1.00
6.00,11.50,7.20,2.00,4.00,2.00
6.00,8.50,6.80,3.00,1.00,1.00
4.00,8.50,6.80,1.00,2.00,2.00
6.00,8.50,6.80,1.00,3.00,1.00
8.00,14.50,6.80,1.00,4.00,2.00
12.00,11.50,6.80,1.00,1.00,1.00
10.00,12.50,6.80,1.00,2.00,2.00
6.00,8.50,7.30,2.00,3.00,1.00
10.00,14.50,6.80,2.00,4.00,2.00
2.00,11.50,7.20,2.00,1.00,1.00
16.00,12.50,7.20,2.00,2.00,2.00
10.00,12.50,6.80,3.00,3.00,1.00
12.00,14.50,6.80,3.00,4.00,2.00
12.00,12.50,7.30,2.00,1.00,1.00
10.00,16.50,6.80,1.00,2.00,2.00
4.00,16.50,7.30,1.00,3.00,1.00
2.00,12.50,6.80,2.00,4.00,2.00
16.00,12.50,6.80,1.00,1.00,1.00
10.00,16.50,6.80,1.00,2.00,2.00
10.00,16.50,7.30,1.00,3.00,1.00
12.00,14.50,6.80,2.00,4.00,2.00
14.00,12.50,6.80,2.00,1.00,1.00
